Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),Source (I),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
77 MS1077,ERT,0.3069589,0.306958904,365,IP365,24.22,"About 288 hours ago I was at a downtown restaurant with my best friend Chris.I was at Ni Fen Bistro enjoying a great meal.We got some good wine and talked about old times.The ambiance was great and we felt nostalgic and had a wonderful time.I was having a great time with an old friend, great food and a nice bottle of expensive Merlot.","About 288 hours ago I was at a downtown restaurant with my best friend Chris.I was at Ni Fen Bistro enjoying a great meal.We got some good wine and talked about old times.The ambiance was great and we felt nostalgic and had a wonderful time.I was having a great time with an old friend, great food and a nice bottle of expensive Merlot.",67,85.77,67.28,59.13,99,67,10.45,86.57,44.78,8.96,8.96,5.97,2.99,0,0,0,0,10.45,10.45,8.96,2.99,5.97,0,13.43,10.45,1.49,0,1.49,1.49,13.43,13.43,0,0,0,0,7.46,0,2.99,0,0,2.99,1.49,0,0,1.49,0,0,1.49,0,0,1.49,5.97,0,0,0,5.97,16.42,5.97,1.49,1.49,10.45,0,13.43,0,0,14.93,0,4.48,10.45,0,2.99,0,1.49,0,0,0,0,0,0,0,0,8.96,7.46,1.49,0,0,0,0,0,0,0,0,0
124 MS1124,ERT,0.5105479,0.510547945,365,IP365,0.78,"About 288 hours ago I walked the dog. I walked my dog, Prince Puppy Power around the block. I was enjoying his enjoying being outside running around and barking at the cars.","About 288 hours ago I walked the dog. I walked my dog, Prince Puppy Power around the block. I was enjoying his enjoying being outside running around and barking at the cars.",32,79.58,26.6,99,99,10.67,15.62,78.12,50,15.62,15.62,12.5,0,0,3.12,0,0,9.38,15.62,6.25,9.38,3.12,0,15.62,0,0,0,3.12,0,6.25,6.25,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,3.12,0,0,12.5,0,0,28.12,9.38,12.5,6.25,0,3.12,0,0,0,0,0,0,0,0,0,0,12.5,9.38,3.12,0,0,0,0,0,0,0,0,0
36 MS1036,EFT,0.9765205,0.976520548,365,IP365,99.22,In about 1 year I am at the Chicago Civic Center with Steve. It's the first time I've been out of state in a long time. I am there for a tech conference officially but am free to do whatever I please. I am very excited to be in such a bustling city.,In about 1 year I am at the Chicago Civic Center with Steve. It's the first time I've been out of state in a long time. I am there for a tech conference officially but am free to do whatever I please. I am very excited to be in such a bustling city.,53,79.46,12.88,98.39,98.46,13.25,11.32,86.79,64.15,13.21,9.43,9.43,0,0,0,0,3.77,9.43,20.75,16.98,7.55,1.89,0,16.98,3.77,0,1.89,3.77,0,5.66,5.66,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,5.66,0,1.89,1.89,1.89,0,1.89,15.09,0,22.64,0,15.09,7.55,1.89,0,0,1.89,0,0,0,0,0,0,0,0,11.32,7.55,0,0,0,0,0,0,0,3.77,0,0
56 MS1056,EFT,0.8558356,0.855835616,30,IP30,99.22,"On March, 5 I am in Savannah, GA for my grandmother's 90th birthday party. I am with my immediate and extended family. I am celebrating with everyone there.","On March, 5 I am in Savannah, GA for my grandmother's 90th birthday party. I am with my immediate and extended family. I am celebrating with everyone there.",28,48.63,50,99,87.2,9.33,25,82.14,57.14,21.43,17.86,17.86,0,0,0,0,3.57,0,17.86,10.71,3.57,3.57,0,10.71,0,0,0,3.57,0,3.57,3.57,0,0,0,0,17.86,7.14,0,3.57,0,3.57,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,10.71,10.71,3.57,0,0,0,0,10.71,0,17.86,0,7.14,7.14,0,10.71,3.57,0,0,0,0,0,0,0,0,0,21.43,10.71,7.14,0,0,0,0,0,0,3.57,0,0
41 MS1041,EFT,0.4352877,0.435287671,180,IP180,24.22,"I'm at the family reunion. This day is sunny without a cloud in the sky. I am sitting with my husband, my mother and a bunch of cousins. The cold beer tastes so good, I am feeling so relaxed. My cousins are focused on my mother who is the matriarch. everyone is laughing at the old stories my mother is telling.","I'm at the family reunion. This day is sunny without a cloud in the sky. I am sitting with my husband, my mother and a bunch of cousins. The cold beer tastes so good, I am feeling so relaxed. My cousins are focused on my mother who is the matriarch. Everyone is laughing at the old stories my mother is telling.",61,58.25,62.85,92.18,99,10.17,22.95,96.72,57.38,18.03,13.11,13.11,0,0,0,0,4.92,11.48,11.48,13.11,3.28,4.92,1.64,19.67,1.64,0,1.64,0,1.64,6.56,6.56,0,0,0,0,19.67,11.48,0,6.56,1.64,4.92,1.64,0,0,0,1.64,1.64,8.2,1.64,1.64,3.28,3.28,0,0,0,3.28,11.48,8.2,0,1.64,1.64,0,0,14.75,0,13.11,0,9.84,3.28,0,4.92,1.64,0,0,0,0,0,0,0,0,0,14.75,9.84,3.28,0,0,0,0,0,0,1.64,0,0
24 MS1024,EFT,0.7319178,0.984375,180,IP180,99.22,"In about four months, I am at the docks in Santa Barbara, for my vacation. My husband will be with me. I will be eating freshly caught lobster, laughing in the candlelight, and feeling the ocean spray on my cheek.","In about four months, I am at the docks in Santa Barbara, for my vacation. My husband will be with me. I will be eating freshly caught lobster, laughing in the candlelight, and feeling the ocean spray on my cheek.",40,87.27,10.58,99,72.57,13.33,20,82.5,57.5,15,15,15,0,0,0,0,0,7.5,20,12.5,2.5,2.5,0,20,0,0,0,2.5,0,2.5,2.5,0,0,0,0,2.5,2.5,0,0,2.5,2.5,2.5,0,0,0,0,0,7.5,2.5,2.5,2.5,5,2.5,0,0,2.5,2.5,2.5,0,0,0,0,2.5,7.5,5,17.5,2.5,12.5,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,17.5,7.5,10,0,0,0,0,0,0,0,0,0
72 MS1072,EFT,0.9115616,0.911561644,365,IP365,89.84,I am in Las Vegas for a long anticipated vacation.I am with my brother and my uncle and we are having a great time.I am shooting craps at the Main Street Station casino and on a huge winning streak. Money is flowing and everyone is winning anticipating my next roll of the dice.I am generous with tips for the crew and waitresses.I am on this roll for almost 2 hours.I am winning thousands of dollars.,I am in Las Vegas for a long anticipated vacation.I am with my brother and my uncle and we are having a great time.I am shooting craps at the Main Street Station casino and on a huge winning streak. Money is flowing and everyone is winning anticipating my next roll of the dice.I am generous with tips for the crew and waitresses.I am on this roll for almost 2 hours.I am winning thousands of dollars.,80,69.65,40.12,86.07,99,40,18.75,85,56.25,15,12.5,11.25,1.25,0,0,0,2.5,7.5,13.75,12.5,1.25,6.25,0,12.5,2.5,0,0,2.5,0,6.25,6.25,0,0,0,0,7.5,2.5,1.25,0,2.5,2.5,0,0,0,1.25,1.25,0,0,0,0,0,0,0,0,0,0,10,3.75,3.75,5,5,0,0,11.25,1.25,16.25,3.75,8.75,3.75,1.25,2.5,0,3.75,0,0,0,0,0,0,0,0,8.75,8.75,0,0,0,0,0,0,0,0,0,0
40 MS1040,EFT,0.9270411,0.927041096,180,IP180,92.96,"In about 6 months I am tubing the Niobrara River in Valentine, Nebraska with my friends TJ and Mike. I am having an awesome time!","In about 6 months I am tubing the Niobrara River in Valentine, Nebraska with my friends TJ and Mike. I am having an awesome time!",25,82.26,34.44,87.83,91.14,12.5,20,72,52,12,12,12,0,0,0,0,0,8,16,12,4,4,0,12,4,0,0,4,0,4,4,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,8,0,16,0,8,8,0,0,0,0,0,0,4,0,0,4,0,0,12,4,4,0,0,0,4,0,0,0,0,0
119 MS1119,ERT,0.9736164,0.973616438,30,IP30,99.22,About 24 hours ago I was at one of my favorite Vietnamese restaurants and enjoyed an amazing bowl of pho.The name of the restaurant is Binh Minh.Yesterday was a cold day and the idea of a large bowl of soup had been on my mind for awhile.When I arrived the owner was speaking with some of the other customers.To my surprise I was able to get a larger bowl of pho ga (chicken) and it was awesom.,About 24 hours ago I was at one of my favorite Vietnamese restaurants and enjoyed an amazing bowl of pho.The name of the restaurant is Binh Minh.Yesterday was a cold day and the idea of a large bowl of soup had been on my mind for a while.When I arrived the owner was speaking with some of the other customers.To my surprise I was able to get a larger bowl of pho ga (chicken) and it was awesome.,82,94.32,31.29,64.14,99,82,15.85,85.37,54.88,9.76,7.32,7.32,0,0,0,0,2.44,12.2,17.07,9.76,2.44,6.1,0,13.41,7.32,1.22,1.22,2.44,1.22,6.1,6.1,0,0,0,0,3.66,0,0,0,0,3.66,1.22,0,0,1.22,0,1.22,2.44,0,1.22,1.22,3.66,0,0,0,3.66,6.1,0,1.22,3.66,1.22,0,12.2,2.44,0,13.41,1.22,4.88,7.32,1.22,2.44,0,1.22,0,0,1.22,0,0,1.22,0,0,8.54,6.1,0,0,0,0,0,0,0,0,2.44,0
69 MS1069,EFT,0.8113973,0.81139726,365,IP365,74.22,In about 1 year I will be in West Palm Beach with my wife and kids. We are going to be watching the St. Louis Cardinals practice. We will be at Joe Robbie field enjoy the days activities of watching the players batting and fielding drills.The weather is terrific and we will have a great dinner at Racheal's Steakhouse.,In about 1 year I will be in West Palm Beach with my wife and kids. We are going to be watching the St. Louis Cardinals practice. We will be at Joe Robbie field enjoy the day’s activities of watching the players batting and fielding drills.The weather is terrific and we will have a great dinner at Racheal's Steakhouse.,60,81.63,84.14,23.51,96.76,15,20,75,50,8.33,8.33,3.33,5,0,0,0,0,8.33,13.33,15,1.67,5,0,20,3.33,0,0,1.67,0,5,5,0,0,0,0,8.33,1.67,0,1.67,0,0,0,0,0,0,0,0,3.33,3.33,0,0,3.33,1.67,0,0,1.67,10,6.67,1.67,0,1.67,0,0,11.67,6.67,13.33,1.67,8.33,3.33,1.67,1.67,0,0,0,0,0,0,0,0,0,0,11.67,8.33,0,0,0,0,0,0,0,3.33,0,0
14 MS1014,EFT,0.6413425,0.89845,180,IP180,38.28,"In about 6 months I am at the courthouse getting married.I am walking into the courthouse with the love of my life, about to say my vows.I am aware she looks very beautiful and nervous.I am taking her hand.I am standing infront of the Justice and her, and exchaning vows, and say, ""I do"".I am aware of elation, and anticipation, and lean in to kiss.I am excited that things will never be the same.I am happy that we are together, forever.","In about 6 months I am at the courthouse getting married.I am walking into the courthouse with the love of my life, about to say my vows.I am aware she looks very beautiful and nervous.I am taking her hand.I am standing in front of the Justice and her, and exchanging vows, and say, ""I do"".I am aware of elation, and anticipation, and lean in to kiss.I am excited that things will never be the same.I am happy that we are together, forever.",89,36.33,41.13,66.74,94.47,89,16.85,91.01,62.92,20.22,16.85,12.36,1.12,0,3.37,0,3.37,5.62,14.61,13.48,4.49,6.74,1.12,20.22,5.62,1.12,0,1.12,0,6.74,5.62,1.12,1.12,0,0,10.11,1.12,0,3.37,0,4.49,2.25,0,0,0,2.25,0,5.62,2.25,2.25,1.12,3.37,1.12,1.12,0,0,10.11,5.62,0,1.12,3.37,0,0,15.73,2.25,12.36,1.12,7.87,3.37,0,0,0,1.12,0,0,0,0,0,0,0,0,19.1,8.99,7.87,0,0,0,0,0,2.25,0,0,0
107 MS1107,ERT,0.8122192,0.812219178,365,IP365,69.54,"About 288 hours ago I was delivering valentine baskets that I made for some international students at our local university, specifically women from Saudi Arabia. I'd worked to make the little wicker baskets beautiful by putting red ribbon on them and on the handles. I had been delighted to even find some usually expensive body washes (Lancome and Estee Lauder) for sale at local flea markets for only $3.50. I was sure the women would appreciate the quality of the gifts, which included candy and a chocolate rose and I was not disappointed.The women did seem pleased to receive the gifts, and I was happy that they were happy.I felt fulfilled to have given the valentine baskets to them, and was thinking for a long time about the event.","About 288 hours ago I was delivering valentine baskets that I made for some international students at our local university, specifically women from Saudi Arabia. I'd worked to make the little wicker baskets beautiful by putting red ribbon on them and on the handles. I had been delighted to even find some usually expensive body washes (Lancôme and Estee Lauder) for sale at local flea markets for only $3.50. I was sure the women would appreciate the quality of the gifts, which included candy and a chocolate rose and I was not disappointed.The women did seem pleased to receive the gifts, and I was happy that they were happy.I felt fulfilled to have given the valentine baskets to them, and was thinking for a long time about the event.",131,81.5,53.05,62.44,94.95,32.75,20.61,86.26,50.38,11.45,9.16,6.11,0.76,0,0,2.29,2.29,8.4,13.74,9.16,4.58,4.58,0.76,16.03,3.05,0,0.76,1.53,1.53,6.11,5.34,0.76,0,0,0.76,7.63,0,1.53,2.29,0,10.69,3.82,1.53,0.76,3.05,1.53,0.76,2.29,1.53,0,0.76,3.05,0.76,0.76,0,1.53,4.58,2.29,1.53,0.76,0.76,0,11.45,3.82,0,12.98,2.29,6.87,4.58,3.05,0,0,2.29,0,0,0,0,0,0,0,0,10.69,4.58,3.05,0,0,0,0,0,0,0.76,1.53,0.76
51 MS1051,EFT,0.7592877,0.759287671,30,IP30,85.16,"In about a month I am at the West Baden resort in French Lick, admiring the wonderful architecture of the dome. I am having coffee in the lobby with my wife and the sun is shining through the windows, throwing lines of sunshine across the table. My hand is in the sun and it feels nice on my skin. My wife puts cream in her coffee and I can see the cream swirl in the cup as the steam rises. It is so nice to get away and spend time together for our anniversary. I feel so relaxed and content.","In about a month I am at the West Baden resort in French Lick, admiring the wonderful architecture of the dome. I am having coffee in the lobby with my wife and the sun is shining through the windows, throwing lines of sunshine across the table. My hand is in the sun and it feels nice on my skin. My wife puts cream in her coffee and I can see the cream swirl in the cup as the steam rises. It is so nice to get away and spend time together for our anniversary. I feel so relaxed and content.",100,93.26,42.08,87.83,99,16.67,12,87,56,12,10,8,1,0,1,0,2,12,18,7,3,8,0,12,4,1,0,0,0,6,6,0,0,0,0,5,2,0,3,0,2,2,0,0,0,0,0,8,3,0,4,6,2,0,0,4,5,4,0,0,1,0,0,12,0,19,2,13,5,0,3,1,1,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0
51 MS1051,EFT,0.7592877,0.759287671,180,IP180,85.16,"In about 6 months I am at the Dunes on the shore of Lake Michigan, celebrating my sister-in-law's wedding to her wife. I am with my wife and the ceremony is underway. The cool breeze off the lake make Sarah's wedding dress ripple and shimmer. We are on the beach and everyone has their shoes off. I can feel the cool sand between my toes. Sarah and Jennifer are saying their vows and I am openly weeping with joy.","In about 6 months I am at the Dunes on the shore of Lake Michigan, celebrating my sister-in-law's wedding to her wife. I am with my wife and the ceremony is underway. The cool breeze off the lake makes Sarah's wedding dress ripple and shimmer. We are on the beach and everyone has their shoes off. I can feel the cool sand between my toes. Sarah and Jennifer are saying their vows and I am openly weeping with joy.",80,80.82,80.92,27.99,72.57,13.33,13.75,78.75,55,15,13.75,8.75,1.25,0,1.25,2.5,1.25,8.75,15,10,1.25,6.25,0,13.75,2.5,0,0,1.25,0,5,3.75,1.25,0,0,1.25,16.25,7.5,0,5,0,3.75,1.25,1.25,0,0,1.25,0,6.25,0,1.25,5,2.5,2.5,0,0,0,8.75,8.75,1.25,0,0,0,0,12.5,0,8.75,0,7.5,1.25,0,2.5,0,0,0,0,2.5,0,0,2.5,0,0,13.75,7.5,1.25,0,0,0,0,2.5,0,2.5,0,0
82 MS1082,ERT,0.3634247,0.363424658,30,IP30,69.54,"About 24 hours ago I was snuggled down in my bed relaxing and listening to an audiobook.I was alone in the quiet in the house, as everyone else was asleep.I was enjoying the opportunity to finally start listening to an audiobook that I had been anticipating hearing.I was sipping a cup of hot tea and some cinnamon toast to snack on.I was totally relaxed, just soaking in the moment and the enjoyment of the story.","About 24 hours ago I was snuggled down in my bed relaxing and listening to an audiobook.I was alone in the quiet in the house, as everyone else was asleep.I was enjoying the opportunity to finally start listening to an audiobook that I had been anticipating hearing.I was sipping a cup of hot tea and some cinnamon toast to snack on.I was totally relaxed, just soaking in the moment and the enjoyment of the story.",79,90.57,35.19,69.44,97,79,22.78,89.87,58.23,11.39,8.86,8.86,0,0,0,0,2.53,11.39,17.72,10.13,5.06,5.06,0,13.92,6.33,1.27,0,1.27,1.27,7.59,6.33,1.27,0,0,1.27,6.33,0,0,0,0,5.06,0,0,0,1.27,2.53,1.27,8.86,0,7.59,1.27,3.8,1.27,0,0,2.53,2.53,0,1.27,1.27,1.27,0,11.39,1.27,0,13.92,0,7.59,6.33,0,2.53,2.53,0,0,0,0,0,0,0,0,0,8.86,6.33,2.53,0,0,0,0,0,0,0,0,0
121 MS1121,ERT,0.3130411,0.313041096,30,IP30,80.46,"About 24 hours ago I was at the neighbors house watching a movie and having dinner. I was having pot pies and watching the grinch. I was with my wife, father in law, and our dog. The dog and I were sitting on the couch and the others were in chairs. While I was petting the dog and watching the movie dinner was done. I got up and got a pot pie, one of my favorite foods. These are not just any pot pies, I have never had any of this quality. As I was eating it I noticed the abnormally large chunks of turkey. I was quietly eating while watching the grinch.","About 24 hours ago I was at the neighbor’s house watching a movie and having dinner. I was having pot pies and watching the Grinch. I was with my wife, father in law, and our dog. The dog and I were sitting on the couch and the others were in chairs. While I was petting the dog and watching the movie dinner was done. I got up and got a pot pie, one of my favorite foods. These are not just any pot pies; I have never had any of this quality. As I was eating it I noticed the abnormally large chunks of turkey. I was quietly eating while watching the Grinch.",113,46.65,16.51,68.51,41.79,12.56,10.62,87.61,58.41,15.04,11.5,10.62,0.88,0,0,0,3.54,9.73,9.73,13.27,2.65,8.85,1.77,22.12,3.54,0.88,0,1.77,1.77,0.88,0.88,0,0,0,0,3.54,1.77,0.88,0.88,0.88,6.19,0.88,0,0.88,1.77,0.88,1.77,4.42,3.54,0.88,0,7.08,0,0,0,7.08,7.08,2.65,0,2.65,1.77,0,13.27,1.77,0,11.5,0,7.08,4.42,0.88,1.77,2.65,0,0,0,0,0,0,0,0,0,12.39,7.96,2.65,0,0.88,0,0,0,0,0.88,0,0
137 MS1137,ERT,0.5663288,0.566328767,30,IP30,49.22,"About 24 hours ago I was watching ""Houdini"" in the livingroom with my boyfriend, Ryan, before we went to bed. I was enjoying the conversation that the show was causing.","About 24 hours ago I was watching ""Houdini"" in the Livingroom with my boyfriend, Ryan, before we went to bed. I was enjoying the conversation that the show was causing.",30,89.57,63.05,82.75,84.54,15,23.33,86.67,53.33,16.67,13.33,10,3.33,0,0,0,3.33,10,16.67,10,3.33,0,0,16.67,3.33,3.33,0,3.33,0,3.33,3.33,0,0,0,0,10,0,3.33,0,3.33,3.33,0,3.33,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,10,10,0,0,0,0,16.67,0,0,16.67,3.33,3.33,10,0,0,3.33,0,0,0,0,0,0,0,0,0,20,6.67,6.67,0,0,0,0,0,6.67,0,0,0
